checking_status,duration,credit_history,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
2,36,3,9034,2,2,4,3,2,1,4,29,3,1,1,4,1,1,1,0
4,24,5,1585,1,4,4,3,1,3,2,40,3,2,2,3,1,0,1,1
2,18,3,1301,1,5,4,4,3,2,1,32,3,2,1,2,1,0,1,1
3,6,5,1323,2,5,2,1,1,4,3,28,3,2,2,3,2,1,1,1
1,24,3,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,0,1,0
1,36,3,5493,1,5,2,3,1,4,4,42,3,3,1,3,2,0,1,1
3,9,3,1126,2,5,2,1,1,4,1,49,3,2,1,3,1,0,1,1
2,24,5,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,0,1,0
1,24,3,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,0,1,0
4,10,3,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,0,1,0
3,15,5,2360,3,3,2,3,1,2,3,36,3,2,1,3,1,1,1,1
2,15,2,6850,2,1,1,3,1,2,2,34,3,2,1,4,2,1,1,0
4,24,3,1413,1,3,4,4,1,2,2,28,3,2,1,3,1,0,1,1
4,39,3,8588,2,5,4,3,1,2,3,45,3,2,1,4,1,1,1,1
1,12,3,759,1,4,4,3,1,2,1,26,3,2,1,3,1,0,1,0
4,36,3,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,1,1,1
3,15,3,2687,1,4,2,3,1,4,2,26,3,1,1,3,1,1,1,1
2,12,4,585,1,3,4,4,2,4,1,20,3,1,2,3,1,0,1,1
4,24,3,2255,5,2,4,3,1,1,2,54,3,2,1,3,1,0,1,1
1,6,5,609,1,4,4,2,1,3,2,37,3,2,2,3,1,0,0,1
1,6,5,1361,1,2,2,3,1,4,1,40,3,2,1,2,2,0,0,1
4,36,5,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,1,1,0
1,6,3,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,1,1,1
4,6,5,700,5,5,4,3,1,4,4,36,3,3,2,3,1,0,1,1
4,24,5,5507,1,5,3,3,1,4,4,44,3,3,2,3,1,0,1,1
1,18,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,0,1,0
1,48,1,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,0,1,0
4,24,3,3488,2,4,3,2,1,4,3,23,3,2,1,3,1,0,1,1
2,18,3,1113,1,3,4,2,3,4,1,26,3,2,1,2,2,0,1,1
2,26,3,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,0,1,1
4,15,5,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,0,1,1
4,4,5,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,0,1,1
1,36,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,0,1,0
1,6,3,662,1,2,3,3,1,4,1,41,3,2,1,2,2,1,1,1
2,36,3,2273,1,4,3,3,1,1,3,32,3,2,2,3,2,0,1,1
2,15,3,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,1,1,0
4,12,4,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,0,1,1
4,24,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,1,1,1
4,24,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,0,1,1
3,21,5,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,0,1,0
1,6,3,1374,5,1,4,2,1,3,2,75,3,2,1,4,1,1,1,1
2,18,5,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,1,1,1
1,48,3,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,0,1,0
3,18,3,3049,1,2,1,2,1,1,2,45,2,2,1,2,1,0,1,1
2,12,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,0,1,0
4,24,4,2032,1,5,4,3,1,4,4,60,3,3,2,3,1,1,1,1
1,30,3,6350,5,5,4,3,1,4,2,31,3,2,1,3,1,0,1,0
3,18,3,2864,1,3,2,3,1,1,1,34,3,2,1,2,2,0,1,0
4,12,5,1255,1,5,4,3,1,4,1,61,3,2,2,2,1,0,1,1
1,24,4,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,0,1,0
4,24,5,2022,1,3,4,2,1,4,3,37,3,2,1,3,1,1,1,1
4,24,3,1552,1,4,3,3,1,1,3,32,1,2,1,3,2,0,1,1
1,12,2,626,1,3,4,2,1,4,1,24,1,2,1,2,1,0,1,0
4,48,5,8858,5,4,2,3,1,1,4,35,3,3,2,3,1,1,1,1
4,12,5,996,5,4,4,2,1,4,1,23,3,2,2,3,1,0,1,1
4,6,2,1750,3,5,2,3,1,4,2,45,1,2,1,2,2,0,1,1
1,48,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,1,1,0
2,12,5,1995,2,2,4,3,1,1,3,27,3,2,1,3,1,0,1,1
2,9,3,1199,1,4,4,2,1,4,2,67,3,2,2,4,1,1,1,1
2,12,3,1331,1,2,2,3,1,1,3,22,2,2,1,3,1,0,1,0
2,18,1,2278,2,2,3,2,1,3,3,28,3,2,2,3,1,0,1,0
4,21,1,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,1,1,0
1,24,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,1,0,1,0
2,18,5,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,0,1,0
1,24,3,2964,5,5,4,3,1,4,4,49,1,3,1,3,2,1,1,1
1,24,2,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,0,1,0
3,6,4,683,1,2,2,2,1,1,2,29,1,2,1,3,1,0,1,1
2,36,3,12389,5,3,1,3,1,4,4,37,3,3,1,3,1,1,1,0
2,24,4,4712,5,3,4,3,1,2,2,37,1,2,2,4,1,1,1,1
2,24,4,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,1,1,1
1,12,3,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,0,1,0
4,24,5,2578,4,5,2,3,1,2,3,34,3,2,1,3,1,0,1,1
2,48,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,1,1,1
1,48,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,1,1,0
1,24,3,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,1,1,0
4,30,5,5954,1,4,3,3,2,2,3,38,3,2,1,3,1,0,1,1
4,24,3,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,1,1,1
1,15,3,806,1,3,4,2,1,4,2,22,3,2,1,2,1,0,1,1
2,9,3,1082,1,5,4,3,1,4,3,27,3,2,2,2,1,0,1,1
4,15,5,2788,1,4,2,2,2,3,3,24,1,2,2,3,1,0,1,1
2,12,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,0,1,1
4,24,5,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,1,1,1
2,36,5,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,0,1,0
4,24,3,937,1,2,4,4,1,3,3,27,3,2,2,2,1,0,1,1
2,18,5,1056,1,5,3,3,3,3,1,30,1,2,2,3,1,0,1,0
2,12,5,3124,1,2,1,3,1,3,1,49,1,2,2,2,2,0,1,1
4,9,3,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,0,1,1
2,36,3,2384,1,2,4,3,1,1,4,33,3,1,1,2,1,0,1,0
4,12,3,2133,5,5,4,2,1,4,4,52,3,3,1,4,1,1,1,1
1,18,3,2039,1,3,1,2,1,4,1,20,1,1,1,3,1,0,1,0
1,9,5,2799,1,3,2,3,1,2,1,36,3,1,2,3,2,0,1,1
1,12,3,1289,1,3,4,3,3,1,2,21,3,2,1,2,1,0,1,1
1,18,3,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,1,1,0
1,12,5,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,0,1,0
1,12,5,385,1,4,4,2,1,3,1,58,3,2,4,2,1,1,1,1
2,24,4,1965,5,3,4,2,1,4,3,42,3,1,2,3,1,1,1,1
4,21,3,1572,4,5,4,2,1,4,1,36,1,2,1,2,1,0,1,1
2,24,3,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,1,1,0
1,24,2,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,1,1,0
2,6,2,931,2,2,1,2,1,1,2,32,2,2,1,2,1,0,1,0
1,24,3,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,0,1,0
2,24,1,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,1,1,0
4,18,5,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,0,1,0
4,24,4,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,0,1,1
2,7,3,2329,1,2,1,2,3,1,1,45,3,2,1,3,1,0,1,1
2,9,3,918,1,3,4,2,1,1,2,30,3,2,1,3,1,0,1,0
2,24,2,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,0,1,0
4,36,3,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,1,1,0
3,10,3,1275,1,2,4,2,1,2,2,23,3,2,1,3,1,0,1,1
1,24,2,2828,3,3,4,3,1,4,1,22,2,2,1,3,1,1,1,1
4,24,5,4526,1,3,3,3,1,2,1,74,3,2,1,4,1,1,1,1
2,36,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,0,1,0
4,18,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,0,1,1
4,15,3,1300,5,5,4,3,1,4,4,45,1,3,1,3,2,0,1,1
1,12,3,741,2,1,4,2,1,3,2,22,3,2,1,3,1,0,1,0
3,10,3,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,0,1,0
1,21,3,3357,4,2,4,2,1,2,3,29,1,2,1,3,1,0,1,1
1,24,2,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,0,0,1
4,18,4,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,0,1,0
2,48,1,12204,5,3,2,3,1,2,3,48,1,2,1,4,1,1,1,1
2,60,4,9157,5,3,2,3,1,2,4,27,3,3,1,4,1,0,1,1
1,6,5,3676,1,3,1,3,1,3,1,37,3,1,3,3,2,0,1,1
2,30,3,3441,2,3,2,2,2,4,3,21,3,1,1,3,1,0,1,0
4,12,3,640,1,3,4,1,1,2,1,49,3,2,1,2,1,0,1,1
2,21,5,3652,1,4,2,3,1,3,2,27,3,2,2,3,1,0,1,1
4,18,5,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,0,1,0
4,48,3,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,0,1,0
1,12,3,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,0,1,1
1,18,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,0,1,0
4,15,3,1979,5,5,4,3,1,2,3,35,3,2,1,3,1,0,1,1
3,6,3,2116,1,3,2,3,1,2,1,41,3,2,1,3,1,1,1,1
2,9,2,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,0,1,0
4,42,5,4042,3,3,4,3,1,4,1,36,3,2,2,3,1,1,1,1
4,9,3,3832,5,5,1,3,1,4,1,64,3,2,1,2,1,0,1,1
1,24,3,3660,1,3,2,2,1,4,3,28,3,2,1,3,1,0,1,1
1,18,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,0,1,0
2,15,3,1444,5,2,4,3,1,1,2,23,3,2,1,3,1,0,1,1
4,9,3,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,0,1,0
2,24,3,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,1,1,0
4,12,3,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,1,1,1
4,24,3,1376,3,4,4,2,1,1,3,28,3,2,1,3,1,0,1,1
4,60,4,15653,1,4,2,3,1,4,3,21,3,2,2,3,1,1,1,1
4,12,3,1493,1,2,4,2,1,3,3,34,3,2,1,3,2,0,1,1
1,42,4,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,1,1,0
1,18,3,750,1,1,4,2,1,1,1,27,3,2,1,1,1,0,1,0
2,15,3,1308,1,5,4,3,1,4,3,38,3,2,2,2,1,0,1,1
4,15,3,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,1,1,0
4,24,5,1851,1,4,4,4,3,2,3,33,3,2,2,3,1,1,1,1
1,18,5,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,1,1,1
4,36,4,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,1,1,0
1,30,1,4583,1,3,2,1,3,2,1,32,3,2,2,3,1,0,1,1
4,12,3,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,0,1,0
3,24,3,947,1,4,4,3,1,3,4,38,1,3,1,3,2,0,1,0
1,12,3,684,1,3,4,3,1,4,3,40,3,1,1,2,2,0,1,0
1,48,3,7476,1,4,4,3,1,1,4,50,3,3,1,4,1,1,1,1
2,12,3,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,0,1,0
1,24,3,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,0,1,0
2,36,4,8086,2,5,2,3,1,4,3,42,3,2,4,4,1,1,1,0
4,24,5,2346,1,4,4,3,1,3,3,35,3,2,2,3,1,1,1,1
1,14,3,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,0,1,1
2,12,3,888,1,5,4,3,1,4,3,41,1,2,1,2,2,0,1,0
4,48,3,10222,5,4,4,3,1,3,3,37,2,2,1,3,1,1,1,1
2,30,1,4221,1,3,2,2,1,1,3,28,3,2,2,3,1,0,1,1
2,18,5,6361,1,5,2,3,1,1,4,41,3,2,1,3,1,1,1,1
3,12,3,1297,1,3,3,4,1,4,1,23,3,1,1,3,1,0,1,1
1,12,3,900,5,3,4,4,1,2,3,23,3,2,1,3,1,0,1,0
4,21,3,2241,1,5,4,3,1,2,1,50,3,2,2,3,1,0,1,1
2,6,4,1050,1,1,4,3,1,1,2,35,2,2,2,4,1,1,1,1
3,6,5,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,0,1,1
4,24,5,6314,1,1,4,3,2,2,4,27,1,2,2,4,1,1,1,1
2,30,2,3496,4,3,4,3,1,2,3,34,2,2,1,3,2,1,1,1
4,48,2,3609,1,3,1,2,1,1,1,27,2,2,1,3,1,0,1,1
1,12,5,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,1,1,0
3,30,5,3017,1,5,4,3,1,4,2,47,3,2,1,3,1,0,1,1
4,24,5,4139,2,3,3,3,1,3,2,27,3,2,2,2,1,1,1,1
4,36,3,5742,2,4,2,3,1,2,3,31,3,2,2,3,1,1,1,1
4,60,3,10366,1,5,2,3,1,4,2,42,3,2,1,4,1,1,1,1
4,6,5,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,0,1,1
4,21,4,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,0,1,0
4,30,5,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,1,1,1
4,24,5,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,1,1,1
2,72,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,0,1,0
1,24,3,2384,1,5,4,3,1,4,1,64,1,1,1,2,1,0,1,1
4,18,3,1453,1,2,3,2,1,1,1,26,3,2,1,3,1,0,1,1
4,6,3,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,0,1,1
4,12,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,1,1,1
4,15,4,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,0,1,1
4,24,5,5103,1,2,3,4,1,3,4,47,3,3,3,3,1,1,1,1
2,36,4,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,1,1,1
4,60,3,6527,5,3,4,3,1,4,4,34,3,3,1,3,2,1,1,1
3,10,5,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,1,1,1
2,36,4,2862,2,5,4,3,1,3,4,30,3,3,1,3,1,0,1,1
4,9,3,2753,2,5,3,3,2,4,3,35,3,2,1,3,1,1,1,1
1,12,3,3651,4,3,1,3,1,3,2,31,3,2,1,3,2,0,1,1
1,15,5,975,1,3,2,1,1,3,2,25,3,2,2,3,1,0,1,1
2,15,3,2631,2,3,3,2,1,2,1,25,3,2,1,2,1,0,1,1
2,24,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,0,1,1
1,6,5,4716,5,2,1,3,1,3,1,44,3,2,2,2,2,0,1,1
4,24,3,2284,1,4,4,3,1,2,3,28,3,2,1,3,1,1,1,1
4,6,3,1236,3,3,2,3,1,4,2,50,3,1,1,3,1,0,1,1
2,12,3,1103,1,4,4,3,3,3,1,29,3,2,2,3,1,0,0,1
4,12,5,926,1,1,1,2,1,2,2,38,3,2,1,1,1,0,1,1
4,18,5,1800,1,3,4,3,1,2,3,24,3,2,2,3,1,0,1,1
3,15,3,1905,1,5,4,3,1,4,3,40,3,1,1,4,1,1,1,1
4,12,3,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,0,1,0
1,48,5,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,1,1,0
3,24,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,1,1,1
2,30,4,2503,2,5,4,3,1,2,2,41,2,2,2,3,1,0,1,1
2,27,3,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,1,1,1
4,15,3,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,0,1,1
2,48,3,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,0,1,0
2,12,1,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,0,1,0
2,9,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,0,1,1
2,9,3,2118,1,3,2,3,1,2,1,37,3,2,1,2,2,0,1,1
4,18,5,629,3,5,4,3,1,3,2,32,1,2,2,4,1,1,1,1
1,6,2,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,0,1,0
4,21,3,2476,5,5,4,3,1,4,1,46,3,2,1,4,1,1,1,1
1,9,5,1138,1,3,4,3,1,4,1,25,3,2,2,2,1,0,1,1
2,60,3,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,1,1,0
4,30,5,7596,5,5,1,3,1,4,3,63,3,2,2,3,1,0,1,1
4,30,5,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,1,1,1
4,18,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,1,1,1
3,24,5,3148,5,3,3,3,1,2,3,31,3,2,2,3,1,1,1,1
2,20,1,6148,2,5,3,4,1,4,3,31,1,2,2,3,1,1,1,1
3,9,1,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,1,1,0
2,6,2,433,4,2,4,2,1,2,2,24,1,1,1,3,2,0,1,0
1,12,3,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,0,1,0
2,9,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,0,1,1
4,27,3,2570,1,3,3,2,1,3,1,21,3,1,1,3,1,0,1,0
4,6,5,250,4,3,2,2,1,2,1,41,1,2,2,2,1,0,1,1
4,15,5,1316,3,3,2,4,1,2,2,47,3,2,2,2,1,0,1,1
1,18,3,1882,1,3,4,2,1,4,3,25,1,1,2,3,1,0,1,0
2,48,2,6416,1,5,4,2,1,3,4,59,3,1,1,3,1,0,1,0
3,24,5,1275,4,3,2,1,1,4,1,36,3,2,2,3,1,1,1,1
2,24,4,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,0,1,1
1,24,3,1987,1,3,2,3,1,4,1,21,3,1,1,2,2,0,1,0
2,8,3,760,1,4,4,2,3,2,1,44,3,2,1,2,1,0,1,1
4,24,3,2603,4,3,2,2,1,4,3,28,3,1,1,3,1,1,1,1
4,4,5,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,0,1,1
2,36,2,3990,5,2,3,2,1,2,4,29,1,2,1,1,1,0,1,1
2,24,3,11560,1,3,1,2,1,4,3,23,3,1,2,4,1,0,1,0
1,18,3,4380,2,3,3,3,1,4,3,35,3,2,1,2,2,1,1,1
4,6,5,6761,1,4,1,3,1,3,4,45,3,2,2,4,2,1,1,1
2,30,1,4280,2,3,4,2,1,4,3,26,3,1,2,2,1,0,1,0
1,24,2,2325,2,4,2,3,1,3,3,32,1,2,1,3,1,0,1,1
2,10,2,1048,1,3,4,3,1,4,1,23,2,2,1,2,1,0,1,1
4,21,3,3160,5,5,4,3,1,3,2,41,3,2,1,3,1,1,1,1
1,24,2,2483,3,3,4,3,1,4,1,22,2,2,1,3,1,1,1,1
1,39,5,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,1,1,1
1,13,5,1797,1,2,3,3,1,1,2,28,1,2,2,2,1,0,1,1
1,15,3,2511,1,1,1,2,1,4,3,23,3,1,1,3,1,0,1,1
1,12,3,1274,1,2,3,2,1,1,1,37,3,2,1,2,1,0,1,0
